seed,ticker,start,end,days,peak_date,max_score,threshold,score_ratio,under_threshold
0,ARE,2024-07-11,2024-07-11,1,2024-07-11,0.0010128997661619,0.0015159095603688145,0.6681795488613884,0.0005030097942069144
0,COST,2023-05-26,2023-05-26,1,2023-05-26,0.0010288873477596,0.0015159095603688145,0.6787260761844368,0.00048702221260921445
0,ABBV,2024-04-26,2024-04-26,1,2024-04-26,0.0010348214103335,0.0015159095603688145,0.6826405990089094,0.0004810881500353144
0,TMO,2024-07-24,2024-07-24,1,2024-07-24,0.0010402424341009,0.0015159095603688145,0.686216685544099,0.00047566712626791446
0,HD,2023-02-21,2023-02-21,1,2023-02-21,0.0010454587789033,0.0015159095603688145,0.689657751514506,0.00047045078146551456
0,ABT,2024-07-18,2024-07-18,1,2024-07-18,0.0010509418510385,0.0015159095603688145,0.6932747694940391,0.0004649677093303145
0,ABBV,2024-10-30,2024-10-30,1,2024-10-30,0.0010600548919704,0.0015159095603688145,0.6992863688467623,0.0004558546683984144
0,GM,2023-08-10,2023-08-10,1,2023-08-10,0.0010632347310699,0.0015159095603688145,0.7013840131803242,0.0004526748292989144
0,ACN,2023-03-23,2023-03-23,1,2023-03-23,0.0010809512168634,0.0015159095603688145,0.7130710466661409,0.0004349583435054145
0,LLY,2024-07-18,2024-07-18,1,2024-07-18,0.0011198109403873,0.0015159095603688145,0.7387056389530618,0.00039609861998151437
0,GOOGL,2023-02-02,2023-02-02,1,2023-02-02,0.0011282969895877,0.0015159095603688145,0.7443036306949539,0.0003876125707811145
0,TGT,2024-05-22,2024-05-22,1,2024-05-22,0.0011701150057585,0.0015159095603688145,0.7718897197757734,0.00034579455461031445
0,ACN,2023-09-28,2023-09-28,1,2023-09-28,0.0011719457469856,0.0015159095603688145,0.7730974047689696,0.0003439638133832144
0,MO,2024-03-06,2024-03-06,1,2024-03-06,0.0011814161916845,0.0015159095603688145,0.779344772650597,0.00033449336868431436
0,APTV,2023-12-14,2023-12-14,1,2023-12-14,0.0011816193967812,0.0015159095603688145,0.7794788209487359,0.0003342901635876145
0,APD,2023-02-02,2023-02-02,1,2023-02-02,0.0011933709093599,0.0015159095603688145,0.7872309407888144,0.00032253865100891456
0,CLX,2023-05-03,2023-05-03,1,2023-05-03,0.0011953442231363,0.0015159095603688145,0.7885326766099936,0.00032056533723251457
0,BMY,2023-10-26,2023-10-26,1,2023-10-26,0.0012080404820759,0.0015159095603688145,0.7969080172447681,0.00030786907829291436
0,GOOGL,2023-07-26,2023-07-26,1,2023-07-26,0.0012123693183336,0.0015159095603688145,0.7997636204884384,0.0003035402420352145
0,INTU,2024-11-22,2024-11-22,1,2024-11-22,0.0012173556785385,0.0015159095603688145,0.8030529725284683,0.0002985538818303145
