ticker,start,end,n_missed_seeds,missed_seeds,mean_score_ratio,miss_type_50,miss_type_75,label_return_abs_z3,label_volume_z2,label_volratio_1p5,panel_return_extreme,panel_volume_extreme,panel_gap_extreme,max_abs_z_return,max_volume_z,max_vol_ratio_5_20,max_abs_gap,max_abs_log_return_1d,peak_return_date
AOS,2023-01-31,2023-01-31,1,1,0.0016657471627894,hard_miss,hard_or_mid,True,True,True,True,True,True,6.1812413381716445,5.79967863386732,1.515787881467539,0.0742108811211552,0.1281019354355034,2023-01-31
ORCL,2024-09-10,2024-09-10,1,1,0.0017451130391855,hard_miss,hard_or_mid,True,True,True,True,True,True,7.29891541956806,3.870352496385334,1.7866054144780936,0.1025089919561349,0.1082941436572913,2024-09-10
LW,2024-04-04,2024-04-04,1,1,0.0018538196855675,hard_miss,hard_or_mid,True,True,True,True,True,True,16.3221022664938,8.053689559737053,1.6789914547660665,0.1245056236596557,0.2153369787926166,2024-04-04
LW,2023-01-05,2023-01-05,1,1,0.0018616785168572,hard_miss,hard_or_mid,True,True,True,True,False,True,7.272954178049505,3.3382435076484134,1.8218003621041856,0.0844763761638465,0.0932503354801502,2023-01-05
NFLX,2023-10-19,2023-10-19,1,1,0.0028904340147646,hard_miss,hard_or_mid,True,True,True,True,True,True,8.198674438874056,4.968964891524243,1.787547343677612,0.1691267693546269,0.148891996945692,2023-10-19
GS,2024-11-06,2024-11-06,1,1,0.0029944020209325,hard_miss,hard_or_mid,True,True,True,True,True,True,8.13942463597699,4.736935718940728,1.727442704771154,0.0765523172694672,0.1230824699259344,2024-11-06
EL,2024-10-31,2024-10-31,1,1,0.003077196692354,hard_miss,hard_or_mid,True,True,True,True,True,True,10.029432963823496,4.9523905732367615,1.7984392743250692,0.2438325025302692,0.2343942380415977,2024-10-31
LULU,2024-12-06,2024-12-06,1,1,0.0031538937851176,hard_miss,hard_or_mid,True,True,False,True,True,True,6.513089470499704,6.133379961515846,1.4158867940013824,0.0933557688825501,0.1474705284397364,2024-12-06
TGT,2023-11-15,2023-11-15,1,1,0.0035389651753511,hard_miss,hard_or_mid,True,True,True,True,True,True,9.928602460694472,6.794619949772104,1.705812818052749,0.1380089081008443,0.1634302407403522,2023-11-15
PLTR,2024-02-06,2024-02-06,1,1,0.003585299525719,hard_miss,hard_or_mid,True,True,True,True,True,True,9.19588967749258,5.65976272540243,1.751348539929075,0.2141148366379125,0.2685103064731625,2024-02-06
EXPE,2023-11-03,2023-11-03,1,1,0.0058043442176302,hard_miss,hard_or_mid,True,True,True,True,True,True,10.447057994445652,4.884020989034149,1.6097255679827502,0.1387601550849773,0.1726270003196399,2023-11-03
META,2023-02-02,2023-02-02,1,1,0.0059850215619663,hard_miss,hard_or_mid,True,True,True,True,True,True,7.066256308529768,3.853981599898608,1.7452486011232409,0.1976227994162732,0.20930742770695,2023-02-02
ADBE,2024-06-14,2024-06-14,1,1,0.0073062362501662,hard_miss,hard_or_mid,True,True,True,True,True,True,9.693455392101065,4.804411968050927,1.5987770275621371,0.1558835316003973,0.1355049803939365,2024-06-14
MHK,2024-07-26,2024-07-26,1,1,0.0092238748817597,hard_miss,hard_or_mid,True,True,True,True,True,True,7.64893893329357,4.766415832536901,1.5779328427792048,0.1212639223597108,0.1780373412953716,2024-07-26
CMG,2023-04-26,2023-04-26,1,1,0.0101463411038606,hard_miss,hard_or_mid,True,True,True,True,True,True,8.34103647787938,6.505918534245481,1.8039416115837337,0.0775394044096546,0.1214467360551452,2023-04-26
LULU,2023-06-02,2023-06-02,1,1,0.0103334193349224,hard_miss,hard_or_mid,True,True,True,True,True,True,5.426593322249206,3.673029006754119,1.717922385570667,0.1519110825463734,0.1070219824828959,2023-06-02
PLTR,2023-11-02,2023-11-02,1,1,0.0110379743634103,hard_miss,hard_or_mid,True,True,True,True,True,True,5.001458770143208,3.8744139448324098,1.5186738952988177,0.1715817326498606,0.18600106269566,2023-11-02
PLTR,2023-05-09,2023-05-09,1,1,0.0124631459731286,hard_miss,hard_or_mid,True,True,True,True,True,True,5.236515583585892,3.5317537716227183,1.631070729002009,0.1912145397627951,0.2101395164345369,2023-05-09
AVGO,2024-12-13,2024-12-13,1,1,0.0128587165919229,hard_miss,hard_or_mid,True,True,True,True,True,True,9.565008486749225,5.036702157002694,1.7633860551255345,0.1839920578081377,0.2185943725567319,2024-12-13
CRM,2023-03-02,2023-03-02,1,1,0.0129982788973889,hard_miss,hard_or_mid,True,True,False,True,True,True,4.875026835007848,3.935809687682014,1.463681937895864,0.1539886450088512,0.1088262730824426,2023-03-02
EXPE,2023-08-03,2023-08-03,1,1,0.0189616886551271,hard_miss,hard_or_mid,True,True,True,True,True,True,9.166275176591016,5.845671455392016,1.6888007700782182,0.0992373034231528,0.178903719748641,2023-08-03
BBY,2024-08-29,2024-08-29,1,1,0.0199062218645603,hard_miss,hard_or_mid,True,True,True,True,True,True,7.685719118249063,4.063235084754671,1.5128453561272306,0.1692677965981633,0.1320211506958675,2024-08-29
AXP,2023-01-27,2023-01-27,1,1,0.0267297427011774,hard_miss,hard_or_mid,True,True,False,True,True,True,5.629486609895956,4.95465618254881,1.450838935037306,0.0700540527305672,0.1002088215386299,2023-01-27
MU,2024-03-21,2024-03-21,1,1,0.0339946274783799,hard_miss,hard_or_mid,True,True,False,True,True,True,6.178619481668802,5.4932243685037285,1.3295742650779232,0.1778701595543774,0.1321668127628801,2024-03-21
PLTR,2023-02-14,2023-02-14,1,1,0.036531023733971,hard_miss,hard_or_mid,True,True,True,True,True,True,5.414464413770349,6.088587685149512,1.5250150022719884,0.1287779238622863,0.1919118771122178,2023-02-14
FDX,2024-09-20,2024-09-20,1,1,0.0404792344242745,hard_miss,hard_or_mid,True,True,True,True,True,True,7.685531604769674,4.994098401993671,1.8856494284899847,0.1318952323611602,0.1652308416197407,2024-09-20
WFC,2024-11-06,2024-11-06,1,1,0.0458344265983101,hard_miss,hard_or_mid,True,True,True,True,True,True,6.711663708195535,3.709009896512608,1.750565016039663,0.1440612010836333,0.1231964384366291,2024-11-06
APD,2024-10-07,2024-10-07,1,1,0.0496256347635666,hard_miss,hard_or_mid,True,True,True,True,False,True,5.181203341494147,2.802104879287046,1.8747071671068367,0.0718039289971854,0.0909703341422444,2024-10-07
TGT,2024-08-21,2024-08-21,1,1,0.0535216304351973,hard_miss,hard_or_mid,True,True,False,True,True,True,5.76723081055361,5.408184698281838,1.271565346618602,0.1684237738238534,0.1061630116710244,2024-08-21
LULU,2023-03-29,2023-03-29,1,1,0.0609794906314733,hard_miss,hard_or_mid,True,True,False,True,True,True,5.750747909516508,4.508736478221924,1.4350260559733727,0.1434235671384823,0.1196995099499569,2023-03-29
ABNB,2024-08-07,2024-08-07,1,1,0.0705515833472335,hard_miss,hard_or_mid,True,True,True,True,True,True,8.665192333069161,6.228317626724637,1.607551399633057,0.1381926773144993,0.1436669953587735,2024-08-07
GOOGL,2024-08-05,2024-08-05,1,1,0.0723134863854124,hard_miss,hard_or_mid,True,True,False,False,False,True,3.1985586327908075,2.8550471710234,1.0210333407952317,0.0669626904261519,0.0454805272805402,2024-08-05
EL,2024-02-05,2024-02-05,1,1,0.0760531365426267,hard_miss,hard_or_mid,True,True,True,True,True,True,4.649966699859308,3.7125286552107375,1.501906836820864,0.1889356053353246,0.1137655209839967,2024-02-05
APD,2024-07-22,2024-07-22,1,0,0.0824407481997769,hard_miss,hard_or_mid,True,True,True,True,False,False,4.350148564186234,2.0261055036029965,1.5525090587643102,0.0001522896800332,0.056167851278347,2024-07-22
ORCL,2024-03-12,2024-03-12,1,1,0.0858260720361862,hard_miss,hard_or_mid,True,True,True,True,True,True,7.658953125199839,4.660172095910147,1.52922768423196,0.1062823438499086,0.1110919125063227,2024-03-12
AAPL,2023-05-05,2023-05-05,1,2,0.0886977606466764,hard_miss,hard_or_mid,True,True,False,True,True,True,3.4806929173927927,3.427787859582238,1.35098501647341,0.0313048469195019,0.0458592949662501,2023-05-05
HON,2023-04-27,2023-04-27,1,0,0.0919536956800286,hard_miss,hard_or_mid,True,False,True,True,False,True,3.645882797521108,0.9720652629088008,1.7300423116649015,0.0264010308367542,0.0395931562131755,2023-04-27
EL,2024-09-26,2024-09-26,1,1,0.0934171310616339,hard_miss,hard_or_mid,True,True,False,True,False,True,4.765137794243624,2.492295644567505,1.4926565709540094,0.0742277206551697,0.0953994530405007,2024-09-26
META,2023-04-27,2023-04-27,1,1,0.1101087243691771,hard_miss,hard_or_mid,True,True,True,True,False,True,3.686818538246793,2.189592167215824,1.774346161045752,0.145606429568616,0.1303744880023395,2023-04-27
AMD,2024-08-01,2024-08-01,1,1,0.1402411327531718,hard_miss,hard_or_mid,True,True,False,False,False,False,3.0568015754495894,2.0885784933961635,1.0578779822500268,0.0035991437417092,0.0862566240927022,2024-08-01
ISRG,2023-04-19,2023-04-19,1,1,0.142476110344135,hard_miss,hard_or_mid,True,True,False,True,True,True,5.666175716685395,4.404605033258044,1.4966828100869431,0.0843731481092318,0.1032527098248101,2023-04-19
PHM,2023-07-25,2023-07-25,1,1,0.1580181418683593,hard_miss,hard_or_mid,True,True,True,True,False,False,3.613449081455249,2.534048682398097,1.5713456375590191,0.0087864924523023,0.0604073546960713,2023-07-25
GS,2023-12-14,2023-12-14,1,1,0.1593851638436073,hard_miss,hard_or_mid,True,True,False,True,False,False,3.643381272082724,2.683520251319983,1.2583338587543798,0.0103934172257472,0.0556026497612961,2023-12-14
BAC,2023-12-14,2023-12-14,1,1,0.1637650727385975,hard_miss,hard_or_mid,True,True,False,True,False,False,3.208448324715576,3.013366418161989,1.4676464067128203,0.0181021263587913,0.0576088885856318,2023-12-14
TSLA,2024-11-06,2024-11-06,1,2,0.1666182253318406,hard_miss,hard_or_mid,True,True,False,True,False,True,3.2845895316101865,2.7839765907019896,1.0422639616154032,0.1321588079158177,0.1375946602473768,2024-11-06
ADBE,2023-05-03,2023-05-03,1,0,0.1700784327940861,hard_miss,hard_or_mid,True,True,True,True,False,False,3.242734290440503,2.5025630369443235,1.7165224557946843,0.0140237980150747,0.0656060277121945,2023-05-03
RCL,2024-02-22,2024-02-22,1,1,0.1911471989388971,hard_miss,hard_or_mid,True,True,False,False,False,True,3.2795320898504423,2.388066474386199,1.2958619695199998,0.0761531751531098,0.0645384874688817,2024-02-22
LULU,2024-03-22,2024-03-22,1,1,0.1972134791475517,hard_miss,hard_or_mid,True,True,True,True,True,True,12.007254796313823,9.24812483859212,1.817598055935161,0.1307117133390362,0.171958583817774,2024-03-22
AAPL,2023-08-04,2023-08-04,1,0,0.200769554624125,hard_miss,hard_or_mid,True,True,False,True,False,True,5.829696558236571,3.173906870636848,1.3574824032493984,0.0295550826784254,0.0492115802763855,2023-08-04
GOOG,2024-08-05,2024-08-05,1,1,0.2143390784064894,hard_miss,hard_or_mid,True,True,False,False,False,True,3.3672191056064524,2.5319891312965206,1.052986604487533,0.0654987852046711,0.0471762090313666,2024-08-05
NVDA,2024-02-22,2024-02-22,1,1,0.2210528267773812,hard_miss,hard_or_mid,True,True,True,True,False,True,6.837224611471791,2.6070281905906243,1.7774420192458154,0.1119428482467788,0.1518699971362547,2024-02-22
MA,2024-02-20,2024-02-20,1,0,0.2479244319838987,hard_miss,hard_or_mid,True,True,True,True,False,True,4.965994616866685,2.7351177914838845,1.5207691306219593,0.0327473637717966,0.0356171303756699,2024-02-20
MMM,2023-09-13,2023-09-13,1,0,0.2709457087516957,hard_miss,hard_or_mid,True,True,False,True,False,False,3.791802487320724,2.0754891879645725,1.3001570107689278,0.0001866947929367,0.0587076483242855,2023-09-13
ABBV,2024-11-11,2024-11-11,1,1,0.2751717484574694,hard_miss,hard_or_mid,True,True,True,True,True,True,11.603786298303358,5.23982006915046,1.587780166839212,0.104912275088829,0.1342907980405423,2024-11-11
PHM,2023-12-14,2023-12-14,1,1,0.2965109109027271,hard_miss,hard_or_mid,True,True,True,True,False,False,3.3315239895040047,2.1848421542031424,1.5042785565053969,0.0176603184920616,0.0682576048395096,2023-12-14
MRK,2024-03-27,2024-03-27,1,2,0.2999330024345227,hard_miss,hard_or_mid,True,True,False,True,False,True,4.601184663699282,2.059853287452109,1.384020279247679,0.0585563759929644,0.0484410880135112,2024-03-27
TMO,2024-01-31,2024-01-31,1,0,0.3044766545907953,hard_miss,hard_or_mid,True,False,True,True,False,False,4.238493543638874,1.9972730773635927,1.5506354613955484,0.0067358919507554,0.0508925764610403,2024-01-31
APD,2024-02-05,2024-02-05,1,1,0.3131412645750088,hard_miss,hard_or_mid,True,True,True,True,True,True,8.200794693634966,4.215250110039988,1.77060296261726,0.1207344518827025,0.1690315205883251,2024-02-05
BAC,2023-03-09,2023-03-09,1,2,0.3189983728957021,hard_miss,hard_or_mid,True,True,True,True,True,False,5.518405774967764,4.271185968338052,1.6947604274098556,0.0085996388050156,0.0640473048875767,2023-03-09
ALLE,2024-10-24,2024-10-24,1,1,0.3225702621434037,hard_miss,hard_or_mid,True,True,False,False,False,True,3.522646728485832,3.0140564160641783,1.2676329498492087,0.0564760802443967,0.0377579891946514,2024-10-24
ACN,2024-09-17,2024-09-17,1,0,0.3268165678018848,hard_miss,hard_or_mid,True,False,True,True,False,False,4.735029753133876,1.376876867144527,1.62600000978937,0.0027675410713671,0.0494340956327834,2024-09-17
LULU,2023-09-01,2023-09-01,1,1,0.3304049948883741,hard_miss,hard_or_mid,True,True,False,False,True,False,4.186433859161079,4.093894980662398,1.069816665975243,0.0307926085436657,0.0584034877761978,2023-09-01
EMR,2024-02-07,2024-02-07,1,1,0.3500502229093565,hard_miss,hard_or_mid,True,True,True,True,True,True,8.029728521046804,3.8424907822403287,1.5110774716218112,0.0808403215511634,0.0991990653038292,2024-02-07
GILD,2023-07-24,2023-07-24,1,0,0.3525666246997402,hard_miss,hard_or_mid,True,True,False,False,False,False,3.3815144598612155,2.4160946084441988,1.456395992201224,0.0101687603159035,0.0376545396893414,2023-07-24
CSCO,2023-08-17,2023-08-17,1,1,0.3773898207475627,hard_miss,hard_or_mid,True,True,False,False,False,True,3.1497889841165256,2.9689934135559537,1.4517867389192998,0.027945708467636,0.0328751971034307,2023-08-17
ABT,2023-10-11,2023-10-11,1,0,0.3779193746216746,hard_miss,hard_or_mid,True,True,True,True,False,False,4.382781027726449,3.092787944685318,1.6216699800458467,0.0040999595807482,0.051746522048575,2023-10-11
PLTR,2023-05-18,2023-05-18,1,0,0.3958685138421437,hard_miss,hard_or_mid,True,True,False,True,False,False,3.423095044455076,3.159516274765452,1.0703667183501635,0.0204878085797165,0.1357240893196356,2023-05-18
KVUE,2024-02-08,2024-02-08,1,0,0.4028246388033416,hard_miss,hard_or_mid,True,True,False,True,False,True,3.971387343273118,2.2262690370374423,1.368631481774314,0.0326509318629115,0.0597416052685684,2024-02-08
AKAM,2024-11-08,2024-11-08,1,1,0.4072119325623716,hard_miss,hard_or_mid,True,True,True,True,True,True,13.31088401544054,5.635884735319204,1.8722536879592029,0.0621647295813413,0.1554446039382294,2024-11-08
GM,2024-11-26,2024-11-26,1,0,0.4097685898676379,hard_miss,hard_or_mid,True,True,True,True,False,True,4.248817037375597,2.2853646424793763,1.69748229510766,0.04235878629586,0.0941646480567412,2024-11-26
BAC,2023-03-13,2023-03-13,1,1,0.4153463585769798,hard_miss,hard_or_mid,True,True,False,True,True,True,4.133563950577653,4.883857354662043,1.145865815671654,0.0445984905195455,0.0599020870739279,2023-03-13
UNH,2023-07-14,2023-07-14,1,2,0.428326149325993,hard_miss,hard_or_mid,True,True,True,True,False,True,5.088814613416884,3.036671357429554,1.6399601252112537,0.0330540687426114,0.0699051332467851,2023-07-14
PM,2023-04-20,2023-04-20,1,0,0.4283864879620555,hard_miss,hard_or_mid,True,True,False,True,False,True,4.637136416936585,2.1963718107199925,1.4488883926140987,0.0501428027426129,0.0484404540937369,2023-04-20
MMM,2023-01-24,2023-01-24,1,0,0.4326145525528221,hard_miss,hard_or_mid,True,True,False,True,True,True,3.883294286074184,3.817763908313395,1.4006205656999116,0.0536618083037192,0.0641581355018023,2023-01-24
EXPE,2024-05-03,2024-05-03,1,1,0.4374324489655582,hard_miss,hard_or_mid,True,True,True,True,True,True,5.676592885310184,3.738741513587116,1.7608321052012803,0.1012565244926761,0.1655188149245108,2024-05-03
CSCO,2023-02-16,2023-02-16,1,1,0.4406242266285217,hard_miss,hard_or_mid,True,True,False,True,True,True,4.188093531607237,3.477696250823381,1.1944409315804128,0.0317853619356088,0.0510972117974405,2023-02-16
ROST,2023-08-18,2023-08-18,1,1,0.4549111438167761,hard_miss,hard_or_mid,True,True,True,True,False,True,4.177123752418114,3.2267031951530205,1.6697380865444509,0.0304264451915341,0.0488492577130609,2023-08-18
MCD,2024-03-13,2024-03-13,1,0,0.461232785738808,hard_miss,hard_or_mid,True,False,True,True,False,False,4.178296527656289,1.9461844884241064,1.6212019949984844,0.0069654716399535,0.0396816704345566,2024-03-13
ALGN,2023-07-27,2023-07-27,1,1,0.4648372094942424,hard_miss,hard_or_mid,True,True,False,True,True,True,5.583478819692324,4.779562304536758,1.3478020294178146,0.1882594654048045,0.1255438370092498,2023-07-27
BBY,2023-12-14,2023-12-14,1,1,0.468630832266364,hard_miss,hard_or_mid,True,True,False,True,False,False,4.114088146743349,2.745161042479167,1.4641666303006902,0.0185159431348427,0.0684860836879779,2023-12-14
LULU,2024-01-31,2024-01-31,1,0,0.4730030797326389,hard_miss,hard_or_mid,True,False,True,False,False,False,4.150497570004837,1.8253467165583492,1.6419200058111734,0.0194848462848851,0.0589978528781304,2024-01-31
CVS,2024-05-01,2024-05-01,1,1,0.4735683931530063,hard_miss,hard_or_mid,True,True,True,True,True,True,12.685472117311788,5.426157111646622,1.8116580341527373,0.1729433183468891,0.1843615745414158,2024-05-01
AOS,2024-10-11,2024-10-11,1,0,0.4811724706981442,hard_miss,hard_or_mid,True,True,False,True,False,True,3.364577895041162,2.534762933198335,1.3200994353004518,0.0686297422474592,0.0645230040706212,2024-10-11
PLTR,2024-08-06,2024-08-06,1,2,0.4907963735749541,hard_miss,hard_or_mid,True,True,True,False,False,True,3.647078342279453,2.775170253755946,1.5108585137813493,0.1228725223949801,0.0987383880326166,2024-08-06
AVGO,2023-12-11,2023-12-11,1,1,0.4932760735909217,hard_miss,hard_or_mid,True,True,False,True,False,False,4.681370816910728,3.287830256802349,1.462239639248104,0.0134595617265709,0.0861319631741675,2023-12-11
LOW,2023-12-14,2023-12-14,1,1,0.4934775516644253,hard_miss,hard_or_mid,True,True,False,True,True,True,3.2466239056018145,4.17183739137321,1.2361236713196608,0.0230679763633749,0.0457686209009384,2023-12-14
WMT,2024-02-20,2024-02-20,1,2,0.4977369300692861,hard_miss,hard_or_mid,True,True,False,True,True,True,3.728040815753068,3.937776256079344,1.4086340812782816,0.0476636789898439,0.0317742969513301,2024-02-20
BBY,2023-08-22,2023-08-22,1,0,0.5097841724163176,threshold_miss,hard_or_mid,True,False,True,True,False,False,4.585942860279148,1.6058842757720992,1.6898078610334468,0.0207912422142199,0.0607594270002909,2023-08-22
RTX,2023-09-11,2023-09-11,1,2,0.5241631587488584,threshold_miss,hard_or_mid,True,True,True,True,False,True,4.533478239614579,3.0981636095222087,1.5889903159800942,0.0392910235144699,0.0821013303892386,2023-09-11
LULU,2023-01-09,2023-01-09,1,0,0.5250008728020503,threshold_miss,hard_or_mid,True,True,False,True,True,True,3.441953246575182,3.889231059210202,1.0750401240732474,0.109518303128178,0.0975419269882639,2023-01-09
ALLE,2023-04-26,2023-04-26,1,1,0.529785710642524,threshold_miss,hard_or_mid,True,True,False,True,True,True,3.24121629435537,3.813183637353724,1.236705637331455,0.0681706936278029,0.0529153094284978,2023-04-26
AMD,2023-12-07,2023-12-07,1,1,0.5374406318676903,threshold_miss,hard_or_mid,True,True,True,True,False,False,3.7000138644150673,3.2072714708692867,1.5876539376663343,0.033983917400568,0.0942823950600083,2023-12-07
TSLA,2023-10-19,2023-10-19,1,0,0.5425831796466061,threshold_miss,hard_or_mid,True,True,False,False,False,False,3.3019672301986054,3.0500485176460823,1.2660605401668032,0.0689385043339804,0.0976162487265832,2023-10-19
EL,2023-11-01,2023-11-02,1,1,0.5623325183110935,threshold_miss,hard_or_mid,True,True,True,True,True,True,10.686490611204674,4.758521471888168,1.8842246316092413,0.1520137599145856,0.209521473255954,2023-11-01
ABBV,2024-04-04,2024-04-04,1,0,0.5780625223953348,threshold_miss,hard_or_mid,True,True,True,True,False,False,6.240766195024111,2.470432292877853,1.5045949035257855,0.0018044775534799,0.0546439089387959,2024-04-04
ARE,2023-11-14,2023-11-14,1,1,0.5830350273313338,threshold_miss,hard_or_mid,True,False,True,True,False,True,5.30444554611572,1.9994368047799835,1.5285075590648087,0.0514264125812836,0.1104163180698167,2023-11-14
TMO,2024-11-15,2024-11-15,1,0,0.5833111683427648,threshold_miss,hard_or_mid,True,True,False,False,True,False,3.2959745729322227,4.004404867220538,1.0338723331819464,0.0067914771612037,0.0381271683636634,2024-11-15
CLX,2023-10-05,2023-10-05,1,0,0.5838102557129348,threshold_miss,hard_or_mid,True,True,True,True,True,True,3.1416802585977885,4.689193298359411,1.566058045990267,0.0442237676958732,0.0537597840248535,2023-10-05
DE,2024-02-15,2024-02-15,1,0,0.5884563021295075,threshold_miss,hard_or_mid,True,True,True,True,False,True,3.9327887128846095,2.8654841013388954,1.7120518095860535,0.0459483349200945,0.0537063372087884,2024-02-15
PLTR,2024-08-08,2024-08-08,1,1,0.6311799481268492,threshold_miss,hard_or_mid,True,True,True,False,False,False,3.5381523842051528,2.4725482290717364,1.5936371501006823,0.0273556697863927,0.1065756176818263,2024-08-08
MU,2023-12-21,2023-12-21,1,1,0.6337812056672424,threshold_miss,hard_or_mid,True,True,True,False,True,True,4.520382096839612,4.026100509330427,1.653848626841005,0.0801879893351449,0.082766303429633,2023-12-21
UNH,2024-01-25,2024-01-25,1,0,0.6460159862847227,threshold_miss,hard_or_mid,True,True,False,False,True,True,3.576791595893997,4.139581239746749,1.3170736645177217,0.0499580478177573,0.0394038247194327,2024-01-25
LLY,2023-05-03,2023-05-03,1,1,0.648283149220412,threshold_miss,hard_or_mid,True,True,False,True,True,False,4.471636090178328,4.103837505903641,1.2096268042579774,0.0267937488578005,0.064639112072674,2023-05-03
CPB,2024-12-04,2024-12-04,1,0,0.6490389722433211,threshold_miss,hard_or_mid,True,True,False,True,False,True,5.124921567976452,3.073490253835065,1.2713141187307853,0.0441466900443064,0.0644067636488205,2024-12-04
ARE,2024-07-11,2024-07-11,1,0,0.6681795488613884,threshold_miss,hard_or_mid,True,False,True,True,False,False,5.039607388477683,1.7999873785532374,1.6052867872710297,0.0255686048901158,0.0652917798045252,2024-07-11
CPB,2023-12-06,2023-12-06,1,1,0.6769003054051158,threshold_miss,hard_or_mid,True,True,True,True,False,True,5.2881468143133255,2.409365593465065,1.605271850983026,0.0336882087515774,0.068678939652631,2023-12-06
COST,2023-05-26,2023-05-26,1,0,0.6787260761844368,threshold_miss,hard_or_mid,True,True,True,True,True,False,3.812263326059831,3.3354042398433963,1.598439271246149,0.0018497610747841,0.0416840506321064,2023-05-26
AFL,2024-02-01,2024-02-01,1,1,0.6804973957948942,threshold_miss,hard_or_mid,True,True,True,True,True,True,10.191191120606842,4.296923607286892,1.664988533811738,0.0648566229027917,0.1014949565598876,2024-02-01
TGT,2024-03-05,2024-03-05,1,1,0.6864378948828221,threshold_miss,hard_or_mid,True,True,True,True,True,True,8.099556643014436,7.414389823781049,1.7819252450889302,0.1034620692804945,0.1135138443262626,2024-03-05
GM,2023-08-10,2023-08-10,1,0,0.7013840131803242,threshold_miss,hard_or_mid,True,True,False,False,False,False,3.6255010543156234,2.4170923625574896,1.2466098743973062,0.0011034298635959,0.0596595342670436,2023-08-10
LIN,2023-12-12,2023-12-13,1,1,0.7120521719885093,threshold_miss,hard_or_mid,True,True,True,True,True,True,4.205278335342966,5.086641282483119,1.83790976378214,0.0486971446443696,0.044272939786817,2023-12-12
MAR,2024-02-13,2024-02-13,1,2,0.714656383790765,threshold_miss,hard_or_mid,True,True,True,True,True,True,5.1203932226898266,3.350833585144772,1.583829442092929,0.0278894841959509,0.0574800011963375,2024-02-13
LLY,2024-02-05,2024-02-05,1,1,0.7205256208684241,threshold_miss,hard_or_mid,True,True,False,True,False,False,3.584710716313732,2.583732267035231,1.414926680158899,0.0350033928042373,0.0561344103907538,2024-02-05
AAPL,2024-06-11,2024-06-11,1,1,0.7244529604033471,threshold_miss,hard_or_mid,True,True,True,True,True,False,4.545057673413508,3.569681678974591,1.751121307006775,0.002744470353984,0.0701314757884719,2024-06-11
STZ,2023-07-19,2023-07-19,1,2,0.7252448185301215,threshold_miss,hard_or_mid,True,True,True,True,True,True,5.1960082044205045,3.567455318933196,1.535244709585915,0.0281916990195049,0.0520930688173543,2023-07-19
LLY,2024-07-18,2024-07-18,1,0,0.7387056389530618,threshold_miss,hard_or_mid,True,True,True,True,True,False,4.415867028372766,3.750534538437394,1.514684683528513,0.0015902502472668,0.0646451483010378,2024-07-18
DE,2023-02-17,2023-02-17,1,1,0.7493464231572728,threshold_miss,hard_or_mid,True,True,True,True,True,True,4.828827202815015,3.533204047650058,1.5148734250748308,0.039805353432924,0.0726160170984304,2023-02-17
WFC,2024-07-12,2024-07-12,1,2,0.7612355822938607,threshold_miss,near_threshold_miss,True,True,False,True,False,True,5.0049987028221,3.360644477839714,1.3523946855647533,0.0658244957083733,0.0620593543408188,2024-07-12
TGT,2024-05-22,2024-05-22,1,0,0.7718897197757734,threshold_miss,near_threshold_miss,True,True,True,True,True,True,4.291138068104464,4.085007412461182,1.589528164700671,0.097830352021906,0.0837138030791441,2024-05-22
APD,2023-02-02,2023-02-02,1,0,0.7872309407888144,threshold_miss,near_threshold_miss,True,True,True,True,False,True,5.34412990429298,2.9237631780484388,1.5497936524229394,0.0715745698284346,0.0737912784372459,2023-02-02
CLX,2023-05-03,2023-05-03,1,0,0.7885326766099936,threshold_miss,near_threshold_miss,True,True,False,True,True,False,4.596423167563202,4.328668840115279,1.4267926657109442,0.0078701922649738,0.0459696809154369,2023-05-03
CRM,2024-04-15,2024-04-15,1,2,0.7919646416595321,threshold_miss,near_threshold_miss,True,True,False,True,False,False,4.820002621005252,3.301506861693587,1.3606449904639626,0.0386653293795121,0.0755621424829451,2024-04-15
BMY,2023-10-26,2023-10-26,1,0,0.7969080172447681,threshold_miss,near_threshold_miss,True,True,True,True,False,True,7.7554525368544756,2.845445264018267,1.7556419682365816,0.0468113753511659,0.0664597434650972,2023-10-26
INTU,2024-11-22,2024-11-22,1,0,0.8030529725284683,threshold_miss,near_threshold_miss,True,True,False,True,False,False,3.6184898944590898,3.180717857330218,1.4360314353740145,0.0155002643027599,0.0585235855722807,2024-11-22
ABT,2024-03-15,2024-03-15,1,1,0.8230017161906316,threshold_miss,near_threshold_miss,True,True,False,False,True,True,3.213412855646572,5.334798637186775,0.9718478585875082,0.0490535150706041,0.028678327313414,2024-03-15
PHM,2024-10-22,2024-10-22,1,2,0.8230220422251012,threshold_miss,near_threshold_miss,True,True,True,True,False,True,4.654262122497044,2.356885780250724,1.5960905999163326,0.0393731521669685,0.0751961654608793,2024-10-22
CL,2023-01-27,2023-01-27,1,2,0.8238704374229673,threshold_miss,near_threshold_miss,True,True,False,True,True,True,5.479709175326956,3.502981803871514,1.4004654453385073,0.0354826829236699,0.0535746557846378,2023-01-27
AXP,2024-08-02,2024-08-02,1,1,0.838320694329898,threshold_miss,near_threshold_miss,True,True,False,True,True,False,5.926235888181857,3.626232328679524,1.4717138768983178,0.0167685318280593,0.0682233655321212,2024-08-02
